course_name,name,section,overall_grade,grade,difficulty,useful,comments,time
ECON2000,MINGLI ZHENG,1,C-,D,D+,D,6,MON 17:30-18:45 & THU 17:30-18:45
ECON2002,WONG KA KEI GARY,1,C-,C,D,C+,35,FRI 17:30-18:45 & TUE 17:30-18:45
ECON2004,KWAN FUNG,1,C-,C-,C-,C,23,FRI 10:00-11:15 & TUE 10:00-11:15
ECON4006,WONG KA KEI GARY,1,C-,C-,D+,C-,16,MON 10:00-11:15 & THU 10:00-11:15
EDUC1000,SIT POU SEONG,4,C-,C,C-,C,21,FRI 16:00-17:15 & TUE 16:00-17:15
EDUC2034,SUN XUHUA,1,C-,C-,C-,D+,10,MON 16:00-17:15 & THU 16:00-17:15
EDUC2034,SUN XUHUA,2,C-,C-,C-,D+,10,MON 13:00-14:15 & THU 13:00-14:15
EDUC3004,CHING HO HONG BOBY,1,C-,C,D+,C,4,MON 16:00-17:15 & THU 16:00-17:15
EDUC3040,HSIANG TIEN PING,1,C-,D,D,B+,2,FRI 11:30-12:45 & TUE 11:30-12:45
EELC1011,CHAN KA LON,3,C-,C,C-,C,10,FRI 08:30-09:45 & MON 08:30-09:45 & THU 08:30-09:45 & TUE 08:30-09:45
ENGL2000,DAMIAN JOHN SHAW,1,C-,D+,D+,C+,19,FRI 11:30-12:45 & TUE 11:30-12:45
ENGL2000,DAMIAN JOHN SHAW,2,C-,D+,D+,C+,19,MON 17:30-18:45 & THU 17:30-18:45
ENGL3009,TSAI CHENG-YU,1,C-,C-,C-,C-,1,MON 16:00-17:15 & THU 16:00-17:15
ENGL3041,ZHAO GUANFANG,1,C-,C-,C-,C-,1,FRI 11:30-12:45 & TUE 11:30-12:45
GEGA2003,SOU VA IAN SUZANA,1,C-,C,D,B-,24,FRI 13:00-14:15 & TUE 13:00-14:15
GELH1000,LAO KENG CHONG,12,C-,D+,C+,D,30,MON 14:30-15:45 & THU 14:30-15:45
GELH1000,LAO KENG CHONG,13,C-,D+,C+,D,30,FRI 10:00-11:15 & TUE 10:00-11:15
GELH1000,LO IN FAT,8,C-,C-,C-,D+,36,FRI 08:30-09:45 & TUE 08:30-09:45
GELH1000,MA WAN CHAM,11,C-,C-,C,C-,168,FRI 17:30-18:45 & TUE 17:30-18:45
GESB1001,KUOK OI MEI,1,C-,C-,C,D+,38,MON 10:00-11:15 & THU 10:00-11:15
GESB1001,KUOK OI MEI,2,C-,C-,C,D+,38,MON 10:00-11:15 & THU 10:00-11:15
GESB1001,KUOK OI MEI,3,C-,C-,C,D+,38,MON 10:00-11:15 & THU 10:00-11:15
GESB1001,KUOK OI MEI,4,C-,C-,C,D+,38,FRI 11:30-12:45 & TUE 11:30-12:45
GESB1001,KUOK OI MEI,5,C-,C-,C,D+,38,FRI 11:30-12:45 & TUE 11:30-12:45
GESB1001,KUOK OI MEI,6,C-,C-,C,D+,38,FRI 11:30-12:45 & TUE 11:30-12:45
GESB1001,KUOK OI MEI,7,C-,C-,C,D+,38,MON 13:00-14:15 & THU 13:00-14:15
GESB1001,KUOK OI MEI,8,C-,C-,C,D+,38,MON 13:00-14:15 & THU 13:00-14:15
GESB1001,KUOK OI MEI,9,C-,C-,C,D+,38,MON 13:00-14:15 & THU 13:00-14:15
GESB1001,KUOK OI MEI,10,C-,C-,C,D+,38,FRI 14:30-15:45 & TUE 14:30-15:45
GESB1001,KUOK OI MEI,11,C-,C-,C,D+,38,FRI 14:30-15:45 & TUE 14:30-15:45
GESB1001,KUOK OI MEI,12,C-,C-,C,D+,38,FRI 14:30-15:45 & TUE 14:30-15:45
GESB2002,ZHANG LIWEN,1,C-,D+,D+,C-,11,MON 10:00-11:15 & THU 10:00-11:15
IRTM3016,FONG KA CHIO,1,C-,D,F,D-,2,MON 17:30-18:45 & THU 17:30-18:45
ISOM3000,WU IOK KUAN,1,C-,C,C-,D+,28,FRI 11:30-12:45 & TUE 11:30-12:45
ISOM3000,WU IOK KUAN,2,C-,C,C-,D+,28,FRI 14:30-15:45 & TUE 14:30-15:45
ISOM3000,WU IOK KUAN,3,C-,C,C-,D+,28,MON 10:00-11:15 & THU 10:00-11:15
ISOM3000,WU IOK KUAN,4,C-,C,C-,D+,28,MON 11:30-12:45 & THU 11:30-12:45
ISOM3029,LAO WUN LEI,1,C-,C,C-,C+,40,FRI 14:30-15:45 & TUE 14:30-15:45
ISOM3029,LAO WUN LEI,2,C-,C,C-,C+,40,MON 10:00-11:15 & THU 10:00-11:15
ISOM3030,KUAN UN FONG,1,C-,B-,C-,B-,12,FRI 17:30-18:45 & TUE 17:30-18:45
ISOM3030,KUAN UN FONG,2,C-,B-,C-,B-,12,MON 17:30-18:45 & THU 17:30-18:45
ISOM3030,KUAN UN FONG,3,C-,B-,C-,B-,12,MON 16:00-17:15 & THU 16:00-17:15
ISOM3031,SO MAN SHING,1,C-,C-,D,C+,43,FRI 16:00-17:15 & TUE 16:00-17:15
ISOM3031,SO MAN SHING,2,C-,C-,D,C+,43,FRI 17:30-18:45 & TUE 17:30-18:45
LAWS3010,ZHAO GUOQIANG,101,C-,D+,B,C,1,
LAWS3010,ZHAO GUOQIANG,301,C-,D+,B,C,1,
MATH1000,LEI SIU LONG,1,C-,C-,C-,C-,25,MON 11:30-12:45 & THU 11:30-12:45 & WED 10:00-10:50
MATH2002,LEONG IENG TAK,1,C-,C-,D+,C-,27,FRI 16:00-17:15 & TUE 16:00-17:15 & WED 14:00-14:50
MATH2005,YUAN HONGWEI,1,C-,D,D+,C,9,MON 17:30-18:45 & THU 17:30-18:45 & WED 17:30-18:20
MATH2010,XU LIHU,1,C-,C-,C-,C+,5,MON 14:30-15:45 & THU 14:30-15:45 & TUE 09:00-09:50
MGMT3009,HU TIANYOU,2,C-,C,C-,D+,10,FRI 13:00-14:15 & TUE 13:00-14:15
MGMT3009,HU TIANYOU,3,C-,C,C-,D+,10,FRI 10:00-11:15 & TUE 10:00-11:15
MKTG2000,FU SIU FONG ISABEL,3,C-,D+,C,D+,91,MON 16:00-17:15 & THU 16:00-17:15
MKTG2000,FU SIU FONG ISABEL,4,C-,D+,C,D+,91,MON 14:30-15:45 & THU 14:30-15:45
PORT1003,ZHANG XIAOFEI,4,C-,C-,C-,C-,1,FRI 16:00-17:15 & MON 16:00-17:15 & THU 16:00-17:15 & TUE 16:00-17:15
PORT1003,ZHANG XIAOFEI,5,C-,C-,C-,C-,1,FRI 10:00-11:15 & MON 14:30-15:45 & THU 14:30-15:45 & TUE 10:00-11:15
PORT1003,ZHANG XIAOFEI,9,C-,C-,C-,C-,1,FRI 14:30-15:45 & MON 10:00-11:15 & THU 10:00-11:15 & TUE 14:30-15:45
PSYC2002,ZHANG HAOYUN,1,C-,C-,D+,C-,14,FRI 13:00-14:15 & TUE 13:00-14:15
PSYC2006,CHI PEILIAN,1,C-,C-,D+,C-,12,FRI 10:00-11:15 & TUE 10:00-11:15
SOCY2001,LI YI,1,C-,D+,C-,D+,27,FRI 14:30-17:15
ACCT1000,SAM IENG,2,D+,D,D,D+,173,MON 13:00-14:15 & THU 13:00-14:15
ACCT1000,SAM IENG,3,D+,D,D,D+,173,MON 14:30-15:45 & THU 14:30-15:45
ACCT1000,SAM IENG,4,D+,D,D,D+,173,FRI 11:30-12:45 & TUE 11:30-12:45
ACCT1000,SAM IENG,5,D+,D,D,D+,173,FRI 14:30-15:45 & TUE 14:30-15:45
ACCT1000,SAM IENG,6,D+,D,D,D+,173,FRI 16:00-17:15 & TUE 16:00-17:15
ACCT3001,TERESA CHU,1,D+,D,D,C-,25,MON 16:00-17:15 & THU 16:00-17:15
BECO3009,QIAO ZHUO,1,D+,C-,D+,C-,8,FRI 10:00-11:15 & TUE 10:00-11:15
BECO4018,LAM MAN KIN,1,D+,D-,D-,D,10,MON 11:30-12:45 & THU 11:30-12:45
CHLL1005,PANG HOI LING,1,D+,D,C,D,20,FRI 17:30-18:45 & TUE 17:30-18:45
CISC1000,VAT KAM HOU,1,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,101,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,201,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,301,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,401,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,501,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,601,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,701,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,801,D+,D,D-,D-,22,
CISC1000,VAT KAM HOU,901,D+,D,D-,D-,22,
CISC3026,SI YAIN WHAR,1,D+,C-,D+,D,17,FRI 11:30-12:45 & TUE 11:30-12:45
COMM2007,LOK CHU KWAN,1,D+,D+,D,D+,81,MON 13:00-14:15 & THU 13:00-14:15
COMM2007,LOK CHU KWAN,2,D+,D+,D,D+,81,MON 14:30-15:45 & THU 14:30-15:45
COMM4010,SOU VA IAN SUZANA,1,D+,C,D+,C,4,WED 10:00-12:45
CPED1001,HUI HEUNG CHIN,1,D+,C,D+,C-,18,WED 09:30-11:15
CPED1001,HUI HEUNG CHIN,2,D+,C,D+,C-,18,WED 11:30-13:15
CPED1001,LAI WENG FAT,28,D+,D+,D,D+,7,TUE 09:30-11:15
CPED1001,LAI WENG FAT,29,D+,D+,D,D+,7,TUE 11:30-13:15
CPED1001,LAI WENG FAT,30,D+,D+,D,D+,7,FRI 13:30-15:15
ECEN2003,CHEONG PEDRO,1,D+,D,D+,C-,16,MON 14:00-15:45 & THU 14:00-15:45
EDUC1060,CAI GUO JIE,2,D+,D+,D-,C,3,THU 10:00-12:45
EDUC1060,CAI GUO JIE,3,D+,D+,D-,C,3,TUE 14:30-17:15
EDUC2027,VONG KEANG IENG,1,D+,D+,C-,C-,10,WED 10:00-12:45
FINC2003,TAM HON KEUNG,1,D+,C-,D,D,25,FRI 10:00-11:15 & TUE 10:00-11:15
FINC2003,TAM HON KEUNG,2,D+,C-,D,D,25,MON 11:30-12:45 & THU 11:30-12:45
FINC4008,VONG POU IU,1,D+,D+,D,D+,39,MON 17:30-18:45 & THU 17:30-18:45
FINC4008,VONG POU IU,2,D+,D+,D,D+,39,MON 11:30-12:45 & THU 11:30-12:45
GEGA1000,WEN RUJIA,2,D+,C-,D+,C-,279,FRI 14:30-15:45 & TUE 14:30-15:45
GEGA1000,WEN RUJIA,3,D+,C-,D+,C-,279,FRI 16:00-17:15 & TUE 16:00-17:15
GEGA1000,WEN RUJIA,4,D+,C-,D+,C-,279,MON 16:00-17:15 & THU 16:00-17:15
GELH2008,LEI WAI SENG,1,D+,C-,D,D+,16,MON 10:00-11:15 & THU 10:00-11:15
GESB1001,LEUNG KHALILIAN ROSE,13,D+,D+,D+,D+,447,MON 14:30-15:45 & THU 14:30-15:45
GESB1001,LEUNG KHALILIAN ROSE,14,D+,D+,D+,D+,447,MON 14:30-15:45 & THU 14:30-15:45
GESB1001,LEUNG KHALILIAN ROSE,15,D+,D+,D+,D+,447,MON 14:30-15:45 & THU 14:30-15:45
GESB1001,LEUNG KHALILIAN ROSE,16,D+,D+,D+,D+,447,FRI 16:00-17:15 & TUE 16:00-17:15
GESB1001,LEUNG KHALILIAN ROSE,17,D+,D+,D+,D+,447,FRI 16:00-17:15 & TUE 16:00-17:15
GESB1001,LEUNG KHALILIAN ROSE,18,D+,D+,D+,D+,447,FRI 16:00-17:15 & TUE 16:00-17:15
GESB1013,LEUNG SHING ON,1,D+,D+,C,D-,34,FRI 11:30-12:45 & TUE 11:30-12:45
GEST1008,WAN IAT MENG,1,D+,C-,D,C-,28,FRI 08:30-09:45 & TUE 08:30-09:45
HIST3000,KWAN CHING-YIN NATHAN,1,D+,F,F,F,1,FRI 14:30-17:15
HSCI1002,CHAO CHONG HANG / WANG YA FAN,1,D+,D+,D-,C,54,FRI 10:00-11:15 & TUE 10:00-11:15
ISOM2007,SHEN HONGCHUAN,1,D+,D+,D,C+,2,MON 19:00-20:15 & THU 19:00-20:15
ISOM2007,SHEN HONGCHUAN,2,D+,D+,D,C+,2,MON 17:30-18:45 & THU 17:30-18:45
LAWS2004,JIANG CHAOYANG,101,D+,D+,D+,C-,5,
LAWS2004,JIANG CHAOYANG,301,D+,D+,D+,C-,5,
MKTG4002,MAC VAI IUN,1,D+,D+,D,D,11,FRI 14:30-17:15
SOCY2015,JIANG BO,1,D+,C-,D,D,9,MON 17:30-18:45 & THU 17:30-18:45
STGC1001,GAO LIANG,1,D+,D+,D-,C-,2,MON 11:30-12:45 & THU 11:30-12:45 & WED 17:30-18:20
ACCT3004,TERESA CHU,1,D,D,D,D,18,MON 10:00-11:15 & THU 10:00-11:15
ACCT3004,TERESA CHU,2,D,D,D,D,18,FRI 14:30-15:45 & TUE 14:30-15:45
ACCT3004,TERESA CHU,3,D,D,D,D,18,FRI 10:00-11:15 & TUE 10:00-11:15
BECO2001,TAM PUI SUN,1,D,D+,D,D+,39,MON 14:30-15:45 & THU 14:30-15:45
BECO2001,TAM PUI SUN,2,D,D+,D,D+,39,FRI 16:00-17:15 & TUE 16:00-17:15
BECO4015,LI GUOQIANG,1,D,F,F,F,1,MON 16:00-17:15 & THU 16:00-17:15
CHLL3005,PANG HOI LING,1,D,D,D,D,8,FRI 16:00-17:15 & TUE 16:00-17:15
CHLL4006,TAM MEI LENG,1,D,D+,D,C-,1,FRI 11:30-12:45 & TUE 11:30-12:45
CISC1001,XU QIWEN,1,D,D,D-,D,253,MON 10:00-11:15 & THU 10:00-11:15 & WED 16:00-17:15
CIVL1002,LAM CHI CHIU,1,D,D+,D,D+,4,TUE 16:00-16:50 & TUE 17:00-18:45
CIVL3001,AO IEONG TAI MAN,1,D,D-,F,D,38,MON 14:00-15:45 & THU 14:00-14:50 & THU 15:00-15:50
CIVL4013,PAN MI,1,D,C-,C-,C-,1,FRI 15:00-15:50 & FRI 16:00-16:50 & TUE 15:00-16:45
COMM3012,YIN DEGANG,1,D,D+,C-,D-,8,FRI 14:30-15:45 & TUE 14:30-15:45
COMM3016,BENJAMIN KIDDER HODGES,1,D,C-,D+,D-,3,MON 10:00-12:45
COMM3021,RICHARD DENNIS FITZGERALD,1,D,D+,D+,D+,4,FRI 10:00-11:15 & TUE 10:00-11:15
CPED1000,CHAO KUOK FAI,503,D,C,A,F,1,MON 17:30-18:45
CPED1000,CHAO KUOK FAI,506,D,C,A,F,1,TUE 17:30-18:45
CPED1000,CHAO KUOK FAI,509,D,C,A,F,1,THU 17:30-18:45
CPED1000,LEUNG MAY YEE JANNY,307,D,D,C,D,1,TUE 19:00-20:15
CPED1000,SENG I TENG,105,D,D+,F,F,3,TUE 17:30-18:45
CPED1000,SENG I TENG,106,D,D+,F,F,3,THU 17:30-18:45
CPED1000,WAN WAI SAN,802,D,D,D+,D,5,MON 17:30-18:45
CPED1000,WAN WAI SAN,804,D,D,D+,D,5,TUE 17:30-18:45
CPED1000,WAN WAI SAN,807,D,D,D+,D,5,
ECEN3000,WAN FENG,1,D,D,D-,C-,85,FRI 14:00-15:45 & TUE 14:00-15:45
EDUC1054,HO IEONG CHENG,2,D,C-,C-,C-,1,MON 14:30-17:15
EDUC1054,HO IEONG CHENG,3,D,C-,C-,C-,1,THU 14:30-17:15
EDUC2001,VONG SOU KUAN,1,D,D,D,D+,132,THU 08:30-11:15
EDUC2007,CHENG CHUN WAI GEORGE,1,D,F,D,D-,11,MON 10:00-11:15 & THU 10:00-11:15
EDUC2018,WANG YAN,1,D,D+,D-,D,7,FRI 10:00-12:45
EDUC2025,LEI SI MAN,1,D,D,D-,D+,21,THU 09:00-10:45
EDUC2025,LEI SI MAN,2,D,D,D-,D+,21,THU 11:00-12:45
EDUC3047,YU SHULIN,1,D,D+,F,C-,5,MON 14:30-15:45 & THU 14:30-15:45
EELC1008,MA SIN I MIRANDA,1,D,D+,D,D+,18,MON 13:00-14:15 & THU 13:00-14:15
EELC1008,MA SIN I MIRANDA,2,D,D+,D,D+,18,MON 14:30-15:45 & THU 14:30-15:45
EELC1008,MA SIN I MIRANDA,3,D,D+,D,D+,18,FRI 14:30-15:45 & TUE 14:30-15:45
EELC1008,MA SIN I MIRANDA,4,D,D+,D,D+,18,FRI 16:00-17:15 & TUE 16:00-17:15
EMEN2002,VALENTINO ANOK MELO CRISTINO,1,D,D-,D-,D,159,MON 14:00-15:45 & THU 14:00-15:45
ENGL4001,MATTHEW PATRICK WALLACE,2,D,D-,D-,C-,1,WED 10:00-12:45
GELH1000,CHEN ZHONG,9,D,D,D+,D,42,FRI 16:00-17:15 & TUE 16:00-17:15
GESB1009,CHANG SIO NGA,1,D,D,D,D-,82,MON 08:30-09:45 & THU 08:30-09:45
GESB2004,CAROL TING,1,D,D,C,D,1,FRI 16:00-17:15 & TUE 16:00-17:15
GPAD3000,MURUGA PERUMAL RAMASWAMY,1,D,D+,F,D+,11,MON 10:00-11:15 & THU 10:00-11:15
GPAD3003,HO CHIEW SIANG,1,D,D-,D,D-,16,WED 10:00-12:45
HIST2002,YAN NIPING,1,D,D,D-,D-,17,MON 14:30-15:45 & THU 14:30-15:45
HSCI2000,WANG LI / XIE RUIYU,1,D,F,F,C,1,FRI 11:30-12:45 & TUE 11:30-12:45
ISOM3015,SAM KIN MENG,1,D,D,D-,D+,25,FRI 11:30-12:45 & TUE 11:30-12:45
ISOM3015,SAM KIN MENG,2,D,D,D-,D+,25,MON 17:30-18:45 & THU 17:30-18:45
LAWS3014,VONG SOK HEI ROSITA,301,D,D,D,D,2,
MGMT2000,CHAN SOW HUP,1,D,D+,D,D+,101,MON 16:00-17:15 & THU 16:00-17:15
MGMT2000,CHAN SOW HUP,2,D,D+,D,D+,101,MON 17:30-18:45 & THU 17:30-18:45
MKTG3000,CHOW WING CHI,1,D,D+,D,D,13,WED 10:00-12:45
PORT2006,PAULA CRISTINA FIGUEIREDO DE CAMPOS,3,D,D,D,C-,16,FRI 14:30-15:45 & MON 14:30-15:45 & THU 14:30-15:45 & TUE 14:30-15:45
PORT3007,CARLA ALEXANDRA SANTOS LOPES,1,D,F,D-,D,2,FRI 11:30-12:45 & TUE 11:30-12:45
PORT3019,ROBERVAL TEIXEIRA E SILVA,1,D,F,F,F,1,MON 10:00-11:15 & THU 10:00-11:15
SOCY1000,LI YI,2,D,D-,D,D,12,WED 10:00-12:45
TELC1012,TUTORIAL,1,D,C,F,F,1,TUE 10:00-10:50
TELC1012,TUTORIAL,2,D,C,F,F,1,TUE 10:30-11:20
TELC1012,TUTORIAL,3,D,C,F,F,1,TUE 11:00-11:50
TELC1012,TUTORIAL,4,D,C,F,F,1,TUE 11:30-12:20
TELC1012,TUTORIAL,5,D,C,F,F,1,TUE 12:00-12:50
TELC1012,TUTORIAL,6,D,C,F,F,1,TUE 12:30-13:20
TELC1012,TUTORIAL,7,D,C,F,F,1,TUE 13:00-13:50
TELC1012,TUTORIAL,8,D,C,F,F,1,TUE 13:30-14:20
TELC1012,TUTORIAL,9,D,C,F,F,1,TUE 14:00-14:50
TELC1012,TUTORIAL,10,D,C,F,F,1,TUE 14:30-15:20
TELC1012,TUTORIAL,11,D,C,F,F,1,TUE 15:00-15:50
TELC1012,TUTORIAL,12,D,C,F,F,1,TUE 15:30-16:20
TELC1012,TUTORIAL,13,D,C,F,F,1,TUE 16:00-16:50
TELC1012,TUTORIAL,14,D,C,F,F,1,WED 10:00-10:50
TELC1012,TUTORIAL,15,D,C,F,F,1,WED 10:00-10:50
TELC1012,TUTORIAL,16,D,C,F,F,1,WED 10:00-10:50
TELC1012,TUTORIAL,17,D,C,F,F,1,WED 10:30-11:20
TELC1012,TUTORIAL,18,D,C,F,F,1,WED 10:30-11:20
TELC1012,TUTORIAL,19,D,C,F,F,1,WED 10:30-11:20
TELC1012,TUTORIAL,20,D,C,F,F,1,WED 11:00-11:50
TELC1012,TUTORIAL,21,D,C,F,F,1,WED 11:00-11:50
TELC1012,TUTORIAL,22,D,C,F,F,1,WED 11:00-11:50
TELC1012,TUTORIAL,23,D,C,F,F,1,WED 11:30-12:20
TELC1012,TUTORIAL,24,D,C,F,F,1,WED 11:30-12:20
TELC1012,TUTORIAL,25,D,C,F,F,1,WED 11:30-12:20
TELC1012,TUTORIAL,26,D,C,F,F,1,WED 12:00-12:50
TELC1012,TUTORIAL,27,D,C,F,F,1,WED 12:00-12:50
TELC1012,TUTORIAL,28,D,C,F,F,1,WED 12:00-12:50
TELC1012,TUTORIAL,29,D,C,F,F,1,WED 12:30-13:20
TELC1012,TUTORIAL,30,D,C,F,F,1,WED 12:30-13:20
TELC1012,TUTORIAL,31,D,C,F,F,1,WED 12:30-13:20
TELC1012,TUTORIAL,32,D,C,F,F,1,WED 13:00-13:50
TELC1012,TUTORIAL,33,D,C,F,F,1,WED 13:00-13:50
TELC1012,TUTORIAL,34,D,C,F,F,1,WED 13:00-13:50
TELC1012,TUTORIAL,35,D,C,F,F,1,WED 13:30-14:20
TELC1012,TUTORIAL,36,D,C,F,F,1,WED 13:30-14:20
TELC1012,TUTORIAL,37,D,C,F,F,1,WED 13:30-14:20
TELC1012,TUTORIAL,38,D,C,F,F,1,WED 14:00-14:50
TELC1012,TUTORIAL,39,D,C,F,F,1,WED 14:00-14:50
TELC1012,TUTORIAL,40,D,C,F,F,1,WED 14:00-14:50
TELC1012,TUTORIAL,41,D,C,F,F,1,WED 14:30-15:20
TELC1012,TUTORIAL,42,D,C,F,F,1,WED 14:30-15:20
TELC1012,TUTORIAL,43,D,C,F,F,1,WED 14:30-15:20
TELC1012,TUTORIAL,44,D,C,F,F,1,WED 15:00-15:50
TELC1012,TUTORIAL,45,D,C,F,F,1,WED 15:00-15:50
TELC1012,TUTORIAL,46,D,C,F,F,1,WED 15:00-15:50
TELC1012,TUTORIAL,47,D,C,F,F,1,WED 15:30-16:20
TELC1012,TUTORIAL,48,D,C,F,F,1,WED 15:30-16:20
TELC1012,TUTORIAL,49,D,C,F,F,1,WED 15:30-16:20
TELC1012,TUTORIAL,50,D,C,F,F,1,WED 16:00-16:50
TELC1012,TUTORIAL,51,D,C,F,F,1,WED 16:00-16:50
TELC1012,TUTORIAL,52,D,C,F,F,1,WED 16:00-16:50
TELC1012,TUTORIAL,53,D,C,F,F,1,THU 10:00-10:50
TELC1012,TUTORIAL,54,D,C,F,F,1,THU 10:30-11:20
TELC1012,TUTORIAL,55,D,C,F,F,1,THU 11:00-11:50
TELC1012,TUTORIAL,56,D,C,F,F,1,THU 11:30-12:20
TELC1012,TUTORIAL,57,D,C,F,F,1,THU 12:00-12:50
TELC1012,TUTORIAL,58,D,C,F,F,1,THU 12:30-13:20
TELC1012,TUTORIAL,59,D,C,F,F,1,THU 13:00-13:50
TELC1012,TUTORIAL,60,D,C,F,F,1,THU 13:30-14:20
TELC1012,TUTORIAL,61,D,C,F,F,1,THU 14:00-14:50
TELC1012,TUTORIAL,62,D,C,F,F,1,THU 14:30-15:20
TELC1012,TUTORIAL,63,D,C,F,F,1,THU 15:00-15:50
TELC1012,TUTORIAL,64,D,C,F,F,1,THU 15:30-16:20
TELC1012,TUTORIAL,65,D,C,F,F,1,THU 16:00-16:50
TELC1012,TUTORIAL,66,D,C,F,F,1,WED 10:00-10:50
TELC1012,TUTORIAL,67,D,C,F,F,1,WED 10:30-11:20
TELC1012,TUTORIAL,68,D,C,F,F,1,WED 11:00-11:50
TELC1012,TUTORIAL,69,D,C,F,F,1,WED 11:30-12:20
TELC1012,TUTORIAL,70,D,C,F,F,1,WED 12:00-12:50
TELC1012,TUTORIAL,71,D,C,F,F,1,WED 12:30-13:20
TELC1012,TUTORIAL,72,D,C,F,F,1,WED 13:00-13:50
TELC1012,TUTORIAL,73,D,C,F,F,1,WED 13:30-14:20
TELC1012,TUTORIAL,74,D,C,F,F,1,WED 14:00-14:50
TELC1012,TUTORIAL,75,D,C,F,F,1,WED 14:30-15:20
TELC1012,TUTORIAL,76,D,C,F,F,1,WED 15:00-15:50
TELC1012,TUTORIAL,77,D,C,F,F,1,WED 15:30-16:20
TELC1012,TUTORIAL,78,D,C,F,F,1,WED 15:30-16:20
ACCT3002,SAM IENG,1,D-,D-,D-,D,25,MON 10:00-11:15 & THU 10:00-11:15
ACCT4000,LAW KIN FUN PHILIP,1,D-,D-,D-,F,6,FRI 13:00-14:15 & TUE 13:00-14:15
APAC3001,PAN HUI,1,D-,F,F,F,3,FRI 10:00-11:15 & MON 17:30-18:20 & TUE 10:00-11:15
CISC1002,XU QIWEN,1,D-,D-,D-,D-,200,FRI 10:00-11:15 & MON 11:30-12:45 & THU 11:30-12:45
CISC2007,LAM TENG,1,D-,D-,D-,D-,4,MON 14:30-15:45 & THU 14:30-15:45
CISC3012,VONG CHI MAN,1,D-,D-,D,F,35,FRI 10:00-11:15 & TUE 10:00-11:15
CISC3015,VAT KAM HOU,1,D-,D,F,D-,16,MON 16:00-17:15 & THU 16:00-17:15
COMM1000,LAI FEI LOI,1,D-,D-,D-,D-,187,MON 14:30-15:45 & THU 14:30-15:45
COMM1000,LAI FEI LOI,2,D-,D-,D-,D-,187,FRI 16:00-17:15 & TUE 16:00-17:15
COMM2002,LAI FEI LOI,1,D-,D,D,D+,6,MON 17:30-18:45 & THU 17:30-18:45
CPED1000,MANUEL ANTONIO NORONHA,604,D-,F,D-,F,1,MON 17:30-18:45
CPED1000,MANUEL ANTONIO NORONHA,606,D-,F,D-,F,1,TUE 17:30-18:45
CPED1000,MANUEL ANTONIO NORONHA,607,D-,F,D-,F,1,WED 17:30-18:45
EDUC3007,LOU CHI KUAN,1,D-,D,D-,D,7,TUE 13:00-15:45
EDUC3056,WEI BING,1,D-,F,F,F,2,MON 17:30-18:45 & THU 17:30-18:45
FINC3000,LIU MINGHUA,1,D-,D-,D-,D-,110,MON 16:00-17:15 & THU 16:00-17:15
FINC3000,LIU MINGHUA,2,D-,D-,D-,D-,110,MON 14:30-15:45 & THU 14:30-15:45
IRTM3014,MURUGA PERUMAL RAMASWAMY,1,D-,F,D-,F,6,MON 11:30-12:45 & THU 11:30-12:45
JAPN2003,MIHO ANDO,1,D-,D-,D,D-,10,MON 10:00-11:15 & THU 10:00-11:15
JAPN2003,MIHO ANDO,2,D-,D-,D,D-,10,MON 11:30-12:45 & THU 11:30-12:45
STGC3000,YIBO BOB ZHANG,2,D-,F,F,F,1,
APAC1000,IAN HOU,1,F,F,F,F,3,FRI 11:30-12:45 & TUE 11:30-12:45 & WED 10:00-10:50
CPED1002,LEONG WAI MAN,25,F,F,F,F,2,THU 17:30-19:15
CPED1002,LEONG WAI MAN,26,F,F,F,F,2,THU 19:30-21:15
CPED1002,LEONG WAI MAN,27,F,F,F,F,2,FRI 17:30-19:15
EDUC1004,CHENG CHUN WAI GEORGE,1,F,F,F,F,56,MON 16:00-17:15 & THU 16:00-17:15
EDUC4011,WONG MING WAI MATILDA,1,F,F,F,F,1,TUE 17:30-20:15
EELC1013,TEACHER,1,F,D-,F,F,4,MON 08:30-09:45 & THU 08:30-09:45
EELC1013,TEACHER,2,F,D-,F,F,4,MON 08:30-09:45 & THU 08:30-09:45
EELC1013,TEACHER,4,F,D-,F,F,4,MON 10:00-11:15 & THU 10:00-11:15
EELC1013,TEACHER,5,F,D-,F,F,4,MON 11:30-12:45 & THU 11:30-12:45
EELC1013,TEACHER,6,F,D-,F,F,4,MON 11:30-12:45 & THU 11:30-12:45
EELC1013,TEACHER,7,F,D-,F,F,4,MON 13:00-14:15 & THU 13:00-14:15
EELC1013,TEACHER,8,F,D-,F,F,4,MON 13:00-14:15 & THU 13:00-14:15
EELC1013,TEACHER,9,F,D-,F,F,4,MON 14:30-15:45 & THU 14:30-15:45
EELC1013,TEACHER,10,F,D-,F,F,4,MON 14:30-15:45 & THU 14:30-15:45
EELC1013,TEACHER,11,F,D-,F,F,4,MON 16:00-17:15 & THU 16:00-17:15
